Total_Area_sqft,Bedrooms,Distance_to_CityCenter_km,Year_to_build,Population_Density,City_Calgary,City_Montreal,City_Ottawa,City_Toronto,City_Vancouver,Price
-0.5817972864378798,0.013410896731810569,1.394925206419379,-0.9826153835475451,-1.2198078089059072,True,False,False,False,False,341.24683
-0.1212988947788335,0.013410896731810569,-1.121163664312809,0.4258705716032457,-0.9339965046996591,False,False,True,False,False,1282.9921
0.2017809292105291,0.5544266694415407,-0.6976034906744937,0.9540528047847923,1.600927746962444,True,False,False,False,False,1105.718
0.597955736002915,0.5544266694415407,-0.1936722553900053,0.7779920603909434,1.1082756168999532,True,False,False,False,False,1219.3154
-0.9545816987332981,0.013410896731810569,0.769628925439222,-0.10231166157830082,0.9483674240844614,False,True,False,False,False,402.6249
-0.4604596149848612,0.013410896731810569,1.4079872014411612,0.07374908281554801,0.9916466186250339,False,False,False,True,False,410.64896
0.8947213661831892,-1.60963642139738,1.5119300603797265,0.9540528047847923,1.032115475857777,True,False,False,False,False,531.5195
-0.7689204424136191,-0.5276048759779196,-0.7933841069840479,0.4258705716032457,-0.1614347787773618,False,False,False,True,False,621.859
-0.9092628093954237,-1.0686206486876497,-0.06659098733545693,-1.8629191055167893,-1.7251064568536303,False,False,False,True,False,449.13516
0.23979032026810118,-0.5276048759779196,-0.8361357656964429,0.24980982720939687,2.093017809563369,True,False,False,False,False,994.3525
-0.013118320230359148,-0.5276048759779196,-1.1500755787107195,0.7779920603909434,1.6127311636553274,True,False,False,False,False,1071.6046
-0.9209580066439075,1.6364582148610012,-0.27298600412279056,0.7779920603909434,-0.27497240601366885,False,False,False,False,True,752.7767
-0.19147007826973578,0.5544266694415407,1.4026497027785871,0.07374908281554801,1.842616755435771,True,False,False,False,False,564.8892
-0.3829789332136566,0.013410896731810569,2.007191864223747,0.7779920603909434,1.2521648870608177,True,False,False,False,False,390.8604
0.5964938363468545,-0.5276048759779196,0.49658630375819485,0.6019313159970946,-0.28986719374516456,False,False,False,True,False,870.9923
-0.7075206568590797,-1.0686206486876497,1.2703051671254895,-0.10231166157830082,-0.807250292116554,True,False,False,False,False,306.03864
-1.404846792799921,0.013410896731810569,0.05736850488931109,-0.6304938947598474,1.8094547752033843,True,False,False,False,False,283.53476
-0.07451810578489865,-1.0686206486876497,-0.40729135898148133,-0.2783724059721497,-1.1815872215194276,False,True,False,False,False,926.7383
0.004424475642366424,0.013410896731810569,-1.076305288906094,0.4258705716032457,0.8162815706164804,False,True,False,False,False,1101.4933
0.557022545633222,-0.5276048759779196,-0.5608922530477949,0.7779920603909434,-0.6352576488773957,False,True,False,False,False,903.2108
2.1431836724588256,-1.0686206486876497,0.43747889988330907,-0.4544331503659985,0.9885552475864217,False,False,False,True,False,1216.9111
1.3303674636892076,-1.0686206486876497,1.2766912983837446,0.4258705716032457,-0.9710929571630069,False,False,False,False,True,835.99347
-0.014580219886419611,-0.5276048759779196,0.11111814407061361,0.6019313159970946,-0.9202258518912951,False,False,False,False,True,745.0609
-0.1783129813651916,0.5544266694415407,0.25237040740667627,0.6019313159970946,0.6386682527616635,False,False,False,True,False,594.50696
3.8776674185030945e-05,-0.5276048759779196,-0.30845218609817154,0.6019313159970946,1.9283320433245672,True,False,False,False,False,701.035
1.0876921207831705,0.5544266694415407,0.21492496951784598,0.4258705716032457,0.006061324769269417,True,False,False,False,False,893.3042
-0.6651255668333262,0.013410896731810569,-0.4681933468040608,-0.4544331503659985,-0.2460259317430262,False,False,False,True,False,522.4357
0.1900857319620454,0.013410896731810569,-0.21704754391976902,0.24980982720939687,-1.7425305481621725,False,False,False,True,False,835.70886
1.435624238925561,0.013410896731810569,-1.1050911414173097,0.9540528047847923,-0.9854256774329369,False,True,False,False,False,2272.0156
0.4020611820908127,-0.5276048759779196,1.0612208838922892,-2.7432228274860333,-0.3750204141723949,False,False,False,True,False,651.1775
-0.733834850668168,-0.5276048759779196,0.03265614254552621,-0.2783724059721497,-2.3751374761545665,False,True,False,False,False,485.09946
0.7836169923225939,-1.0686206486876497,2.8430748945856115,0.9540528047847923,1.2102908611741598,False,False,True,False,False,605.39954
-0.6475827709606007,0.013410896731810569,0.7599182683683889,0.9540528047847923,1.4896383895724006,False,False,True,False,False,363.2408
-0.752839546196954,0.013410896731810569,-0.16409437769167692,0.6019313159970946,0.9247605906986947,False,False,True,False,False,374.03287
-0.8332440272802796,0.013410896731810569,-0.3998657955469323,0.24980982720939687,0.4649894071378076,False,False,False,True,False,527.6457
0.03073866945145478,0.5544266694415407,0.5803877767453351,0.6019313159970946,1.1009687398995969,True,False,False,False,False,765.824
-0.7016730582348378,0.013410896731810569,-0.5868480888376028,-0.2783724059721497,-0.9401792467768837,False,False,False,False,True,537.9249
0.13453354503174775,-0.5276048759779196,-0.0997019874894345,-0.10231166157830082,0.44334980986752137,False,False,False,False,True,721.3037
0.6622793208695753,-1.0686206486876497,-1.2314511719169525,0.7779920603909434,-1.731570232661638,True,False,False,False,False,1312.2123
-0.06720860750459633,-0.5276048759779196,-0.2654543758144456,-0.6304938947598474,0.9064933981978036,True,False,False,False,False,667.75934
-1.2484235296014514,1.095442442151271,-0.8022824549022184,0.9540528047847923,-0.030754093963295495,False,True,False,False,False,482.33316
0.7880026912907753,-1.60963642139738,-0.9354072865528003,-2.038979849910638,1.4309023398387664,False,False,True,False,False,904.3999
0.2763378116696128,1.6364582148610012,0.6850134036489696,-0.2783724059721497,1.3319784666031722,False,False,True,False,False,894.90204
0.12137644812720357,-1.0686206486876497,0.016955169530046384,-1.5107976167290915,-0.5880439821058621,False,False,False,False,True,672.1131
-0.8537106224651261,0.5544266694415407,0.5439621865143365,0.7779920603909434,-0.30897748743840436,False,False,False,False,True,424.1849
-0.22509377035912648,-0.5276048759779196,-0.02026336054964165,0.24980982720939687,1.0672446922056442,False,False,False,True,False,619.72614
2.037926897222472,-0.5276048759779196,-0.8248094396561019,0.6019313159970946,-0.7760555479996478,False,True,False,False,False,1744.4827
1.3362150623134494,-0.5276048759779196,-0.4389956454998362,0.24980982720939687,-0.5295889661030109,False,True,False,False,False,1099.1808
0.7836169923225939,-1.0686206486876497,-0.5279419105095539,-1.5107976167290915,-0.6363817838005275,False,False,True,False,False,1284.3392
-0.8668677193696703,1.6364582148610012,-1.1812954174152461,-2.038979849910638,1.6023329156163588,False,False,True,False,False,1012.387
-0.264565061072759,-0.5276048759779196,1.16199578555873,-3.095344316273731,0.372248275979438,False,False,False,False,True,449.9653
3.053947158184495,0.5544266694415407,2.3047553073537093,-0.2783724059721497,1.182187488095866,False,False,True,False,False,1340.4257
-0.39321223080607987,0.5544266694415407,0.6116666918269811,0.9540528047847923,0.08896627535023621,False,False,False,True,False,590.15436
-0.8887962142105772,1.095442442151271,0.23420361438811413,0.07374908281554801,0.5796511692972465,False,False,False,False,True,482.61896
0.327504299631729,0.013410896731810569,-0.6666228987431225,0.9540528047847923,0.7831195903840937,False,True,False,False,False,1050.6139
-1.5247225645968792,-1.60963642139738,0.2219864259067729,0.7779920603909434,-0.1819502411245163,True,False,False,False,False,159.71384
0.0424338666999385,0.5544266694415407,0.8425070077122936,0.9540528047847923,0.20615734108672146,False,False,False,False,True,884.15155
0.4839275628301987,-1.0686206486876497,-1.1859875954337666,0.9540528047847923,-0.16649338593145468,False,False,False,False,True,1018.14215
-1.1168525605560096,0.5544266694415407,-0.5697448858216794,-2.215040594304487,0.09374384877354616,False,False,True,False,False,374.2963
0.5073179573271661,1.095442442151271,-0.8377120862836195,0.6019313159970946,-0.14063828269942436,False,False,True,False,False,1455.6014
0.32165670100748717,-0.5276048759779196,-1.0065890840958442,-1.158676127941394,2.11606257548757,True,False,False,False,False,812.4068
4.205924087160141,0.013410896731810569,-1.0258346038694093,-0.2783724059721497,-0.934277538430442,False,False,False,False,True,4173.6377
1.90489402852097,-0.5276048759779196,2.5569457972347247,0.9540528047847923,-0.761441793998935,False,False,True,False,False,868.70013
-0.3785932342454752,-0.5276048759779196,-0.8241587745189148,-0.2783724059721497,0.2854088531675101,False,False,False,True,False,841.4816
-0.023351617822782396,-0.5276048759779196,0.13385681020857138,0.07374908281554801,1.391838651259938,False,False,True,False,False,493.3055
-0.96042929735754,-1.0686206486876497,-0.9381586603131672,-0.4544331503659985,-1.3181696146799358,False,True,False,False,False,480.701
1.266043878822547,0.013410896731810569,-0.5533764968079837,0.24980982720939687,1.0332396107809088,False,False,True,False,False,1336.2615
-1.3039757165317492,-0.5276048759779196,1.7734533265586825,0.24980982720939687,-0.9424275166231473,False,False,False,False,True,167.24068
1.882965533680063,0.013410896731810569,-0.1158514674991472,0.9540528047847923,0.3834896252107555,False,False,False,False,True,1750.904
-0.8873343145545168,0.013410896731810569,-0.47048887834304176,-0.6304938947598474,-0.4742253211387721,False,False,False,False,True,561.63336
-1.2089522388878189,-0.5276048759779196,0.9890129257330815,-2.919283571879882,1.2631252025613522,True,False,False,False,False,249.61035
-0.5803353867818193,-1.0686206486876497,1.4044173311115842,0.4258705716032457,-1.3549850334125007,False,True,False,False,False,392.11273
0.16377153815295703,0.013410896731810569,-0.9471637725522214,0.9540528047847923,-1.0835064494761824,False,False,False,False,True,1327.2949
-0.9575054980454191,1.6364582148610012,-0.33191940708364703,0.7779920603909434,-0.36687043597968966,False,False,False,True,False,553.34894
-0.9531197990772377,1.095442442151271,0.24598750436574984,0.6019313159970946,0.1409575155450798,False,False,False,True,False,468.10284
-0.6388113730242378,0.5544266694415407,0.6972808088443164,0.4258705716032457,0.7420886656897847,True,False,False,False,False,522.9156
-1.026214781880261,0.013410896731810569,0.4399943985641756,-1.158676127941394,0.7468662391130947,False,False,False,True,False,423.29547
-0.2923411545379078,-1.0686206486876497,0.3156456191986198,-1.8629191055167893,-1.4325503431085915,False,True,False,False,False,446.93158
0.03073866945145478,0.5544266694415407,-0.7935703213203051,-1.6868583611229404,1.4769918716871684,False,False,True,False,False,1080.3136
-1.265966325474177,-0.5276048759779196,0.8415107439755041,-0.4544331503659985,0.8975003188127496,False,True,False,False,False,215.05327
0.6637412205256358,-0.5276048759779196,0.4595805311350245,0.9540528047847923,0.690378459225724,False,True,False,False,False,932.2608
2.420944607110314,-1.0686206486876497,0.8042585507628917,0.07374908281554801,1.6725913483120933,True,False,False,False,False,1249.8434
-1.0920002664029818,0.013410896731810569,1.4508989976676117,0.4258705716032457,0.7800282193454814,False,True,False,False,False,288.54132
